Country_Region;Year;Month;Day;Doses_admin;People_partially_vaccinated;People_fully_vaccinated;Report_Date_String;UID;Province_State;
Afghanistan;2021;2;22;0;0;0;22/02/2021;4;;
Afghanistan;2021;2;23;0;0;0;23/02/2021;4;;
Afghanistan;2021;2;24;0;0;0;24/02/2021;4;;
Afghanistan;2021;2;25;0;0;0;25/02/2021;4;;
Afghanistan;2021;2;26;0;0;0;26/02/2021;4;;
Afghanistan;2021;2;27;0;0;0;27/02/2021;4;;
Afghanistan;2021;2;28;8200;8200;0;28/02/2021;4;;
Afghanistan;2021;3;1;8200;8200;0;1/03/2021;4;;
Afghanistan;2021;3;2;8200;8200;0;2/03/2021;4;;
Afghanistan;2021;3;3;8200;8200;0;3/03/2021;4;;
Afghanistan;2021;3;4;8200;8200;0;4/03/2021;4;;
Afghanistan;2021;3;5;8200;8200;0;5/03/2021;4;;
Afghanistan;2021;3;6;8200;8200;0;6/03/2021;4;;
Afghanistan;2021;3;7;8200;8200;0;7/03/2021;4;;
Afghanistan;2021;3;8;8200;8200;0;8/03/2021;4;;
Afghanistan;2021;3;9;8200;8200;0;9/03/2021;4;;
Afghanistan;2021;3;10;8200;8200;0;10/03/2021;4;;
Afghanistan;2021;3;11;8200;8200;0;11/03/2021;4;;
Afghanistan;2021;3;12;8200;8200;0;12/03/2021;4;;
Afghanistan;2021;3;13;8200;8200;0;13/03/2021;4;;
Afghanistan;2021;3;14;8200;8200;0;14/03/2021;4;;
Afghanistan;2021;3;15;8200;8200;0;15/03/2021;4;;
Afghanistan;2021;3;16;54000;54000;0;16/03/2021;4;;
Afghanistan;2021;3;17;54000;54000;0;17/03/2021;4;;
Afghanistan;2021;3;18;54000;54000;0;18/03/2021;4;;
Afghanistan;2021;3;19;54000;54000;0;19/03/2021;4;;
Afghanistan;2021;3;20;54000;54000;0;20/03/2021;4;;
Afghanistan;2021;3;21;54000;54000;0;21/03/2021;4;;
Afghanistan;2021;3;22;54000;54000;0;22/03/2021;4;;
Afghanistan;2021;3;23;54000;54000;0;23/03/2021;4;;
Afghanistan;2021;3;24;54000;54000;0;24/03/2021;4;;
Afghanistan;2021;3;25;54000;54000;0;25/03/2021;4;;
Afghanistan;2021;3;26;54000;54000;0;26/03/2021;4;;
Afghanistan;2021;3;27;54000;54000;0;27/03/2021;4;;
Afghanistan;2021;3;28;54000;54000;0;28/03/2021;4;;
Afghanistan;2021;3;29;54000;54000;0;29/03/2021;4;;
Afghanistan;2021;3;30;54000;54000;0;30/03/2021;4;;
Afghanistan;2021;3;31;54000;54000;0;31/03/2021;4;;
Afghanistan;2021;4;1;54000;54000;0;1/04/2021;4;;
Afghanistan;2021;4;2;54000;54000;0;2/04/2021;4;;
Afghanistan;2021;4;3;54000;54000;0;3/04/2021;4;;
Afghanistan;2021;4;4;54000;54000;0;4/04/2021;4;;
Afghanistan;2021;4;5;54000;54000;0;5/04/2021;4;;
Afghanistan;2021;4;6;54000;54000;0;6/04/2021;4;;
Afghanistan;2021;4;7;120000;120000;0;7/04/2021;4;;
Afghanistan;2021;4;8;120000;120000;0;8/04/2021;4;;
Afghanistan;2021;4;9;120000;120000;0;9/04/2021;4;;
Afghanistan;2021;4;10;120000;120000;0;10/04/2021;4;;
Afghanistan;2021;4;11;120000;120000;0;11/04/2021;4;;
Afghanistan;2021;4;12;120000;120000;0;12/04/2021;4;;
Afghanistan;2021;4;13;120000;120000;0;13/04/2021;4;;
Afghanistan;2021;4;14;120000;120000;0;14/04/2021;4;;
Afghanistan;2021;4;15;120000;120000;0;15/04/2021;4;;
Afghanistan;2021;4;16;120000;120000;0;16/04/2021;4;;
Afghanistan;2021;4;17;120000;120000;0;17/04/2021;4;;
Afghanistan;2021;4;18;120000;120000;0;18/04/2021;4;;
Afghanistan;2021;4;19;120000;120000;0;19/04/2021;4;;
Afghanistan;2021;4;20;120000;120000;0;20/04/2021;4;;
Afghanistan;2021;4;21;120000;120000;0;21/04/2021;4;;
Afghanistan;2021;4;22;240000;240000;0;22/04/2021;4;;
Afghanistan;2021;5;11;240000;240000;0;12/05/2021;4;;
Afghanistan;2021;5;12;504502;448878;55624;13/05/2021;4;;
Afghanistan;2021;5;13;504502;448878;55624;14/05/2021;4;;
Afghanistan;2021;5;14;504502;448878;55624;15/05/2021;4;;
Afghanistan;2021;5;15;504502;448878;55624;16/05/2021;4;;
Afghanistan;2021;5;16;504502;448878;55624;17/05/2021;4;;
Afghanistan;2021;5;17;504502;448878;55624;18/05/2021;4;;
Afghanistan;2021;5;18;504502;448878;55624;19/05/2021;4;;
Afghanistan;2021;5;19;504502;448878;55624;20/05/2021;4;;
Afghanistan;2021;5;20;504502;448878;55624;21/05/2021;4;;
Afghanistan;2021;5;21;547901;470341;77560;22/05/2021;4;;
Afghanistan;2021;5;22;547901;470341;77560;23/05/2021;4;;
Afghanistan;2021;5;23;547901;470341;77560;24/05/2021;4;;
Afghanistan;2021;5;24;573277;476367;96910;25/05/2021;4;;
Afghanistan;2021;5;25;573277;476367;96910;26/05/2021;4;;
Afghanistan;2021;5;26;590454;479372;111082;27/05/2021;4;;
Afghanistan;2021;5;27;590454;479372;111082;28/05/2021;4;;
Afghanistan;2021;5;28;590454;479372;111082;29/05/2021;4;;
Afghanistan;2021;5;29;593313;479574;113739;30/05/2021;4;;
Afghanistan;2021;5;30;593313;480226;119926;31/05/2021;4;;
Afghanistan;2021;5;31;600152;480226;119926;1/06/2021;4;;
Albania;2021;1;10;0;0;0;10/01/2021;8;;
Albania;2021;1;11;0;0;0;11/01/2021;8;;
Albania;2021;1;12;128;128;0;12/01/2021;8;;
Albania;2021;1;13;188;188;0;13/01/2021;8;;
Albania;2021;1;14;266;266;0;14/01/2021;8;;
Albania;2021;1;15;308;308;0;15/01/2021;8;;
Albania;2021;1;16;369;369;0;16/01/2021;8;;
Albania;2021;1;17;405;405;0;17/01/2021;8;;
Albania;2021;1;18;447;447;0;18/01/2021;8;;
Albania;2021;1;19;483;483;0;19/01/2021;8;;
Albania;2021;1;20;519;519;0;20/01/2021;8;;
Albania;2021;1;21;549;549;0;21/01/2021;8;;
Albania;2021;1;22;549;549;0;22/01/2021;8;;
Albania;2021;1;23;549;549;0;23/01/2021;8;;
Albania;2021;1;24;549;549;0;24/01/2021;8;;
Albania;2021;1;25;549;549;0;25/01/2021;8;;
Albania;2021;1;26;549;549;0;26/01/2021;8;;
Albania;2021;1;27;549;549;0;27/01/2021;8;;
Albania;2021;1;28;549;549;0;28/01/2021;8;;
Albania;2021;1;29;549;549;0;29/01/2021;8;;
Albania;2021;1;30;549;549;0;30/01/2021;8;;
Albania;2021;1;31;549;549;0;31/01/2021;8;;
Albania;2021;2;1;549;549;0;1/02/2021;8;;
Albania;2021;2;2;550;549;1;2/02/2021;8;;
Albania;2021;2;3;550;549;1;3/02/2021;8;;
Albania;2021;2;4;550;549;1;4/02/2021;8;;
Albania;2021;2;5;550;549;1;5/02/2021;8;;
Albania;2021;2;6;550;549;1;6/02/2021;8;;
Albania;2021;2;7;550;549;1;7/02/2021;8;;
Albania;2021;2;8;550;549;1;8/02/2021;8;;
Albania;2021;2;9;1127;689;438;9/02/2021;8;;
Albania;2021;2;10;1127;689;438;10/02/2021;8;;
Albania;2021;2;11;1127;689;438;11/02/2021;8;;
Albania;2021;2;12;1127;689;438;12/02/2021;8;;
Albania;2021;2;13;1127;689;438;13/02/2021;8;;
Albania;2021;2;14;1127;689;438;14/02/2021;8;;
Albania;2021;2;15;1127;689;438;15/02/2021;8;;
Albania;2021;2;16;1127;689;438;16/02/2021;8;;
Albania;2021;2;17;1701;1090;611;17/02/2021;8;;
Albania;2021;2;18;3049;2438;611;18/02/2021;8;;
Albania;2021;2;19;4177;2438;611;19/02/2021;8;;
Albania;2021;2;20;4177;2438;611;20/02/2021;8;;
Albania;2021;2;21;4177;2438;611;21/02/2021;8;;
Albania;2021;2;22;6728;6073;655;22/02/2021;8;;
Albania;2021;2;23;6728;6073;655;23/02/2021;8;;
Albania;2021;2;24;6728;6073;655;24/02/2021;8;;
Albania;2021;2;25;10135;6073;655;25/02/2021;8;;
Albania;2021;2;26;10135;6073;655;26/02/2021;8;;
Albania;2021;2;27;10135;6073;655;27/02/2021;8;;
Albania;2021;2;28;10135;6073;655;28/02/2021;8;;
Albania;2021;3;1;14295;6073;655;1/03/2021;8;;
Albania;2021;3;2;14295;6073;655;2/03/2021;8;;
Albania;2021;3;3;15793;6073;655;3/03/2021;8;;
Albania;2021;3;4;15793;6073;655;4/03/2021;8;;
Albania;2021;3;5;15793;6073;655;5/03/2021;8;;
Albania;2021;3;6;15793;6073;655;6/03/2021;8;;
Albania;2021;3;7;15793;6073;655;7/03/2021;8;;
Albania;2021;3;8;15793;6073;655;8/03/2021;8;;
Albania;2021;3;9;15793;6073;655;9/03/2021;8;;
Albania;2021;3;10;21613;6073;655;10/03/2021;8;;
Albania;2021;3;11;21613;6073;655;11/03/2021;8;;
Albania;2021;3;12;23635;6073;655;12/03/2021;8;;
Albania;2021;3;13;23635;6073;655;13/03/2021;8;;
Albania;2021;3;14;23635;6073;655;14/03/2021;8;;
Albania;2021;3;15;23635;6073;655;15/03/2021;8;;
Albania;2021;3;16;23635;6073;655;16/03/2021;8;;
Albania;2021;3;17;33369;6073;655;17/03/2021;8;;
Albania;2021;3;18;33369;6073;655;18/03/2021;8;;
Albania;2021;3;19;33369;6073;655;19/03/2021;8;;
Albania;2021;3;20;33369;6073;655;20/03/2021;8;;
Albania;2021;3;21;33369;6073;655;21/03/2021;8;;
Albania;2021;3;22;48229;6073;655;22/03/2021;8;;
Albania;2021;3;23;51690;6073;655;23/03/2021;8;;
Albania;2021;3;24;53992;6073;655;24/03/2021;8;;
Albania;2021;3;25;59348;6073;655;25/03/2021;8;;
Albania;2021;3;26;62248;6073;655;26/03/2021;8;;
Albania;2021;3;27;64075;6073;655;27/03/2021;8;;
Albania;2021;3;28;78000;6073;655;28/03/2021;8;;
Albania;2021;3;29;78000;6073;655;29/03/2021;8;;
Albania;2021;3;30;119321;6073;655;30/03/2021;8;;
Albania;2021;3;31;138846;6073;655;31/03/2021;8;;
Albania;2021;4;1;155463;6073;655;1/04/2021;8;;
Albania;2021;4;2;172486;6073;655;2/04/2021;8;;
Albania;2021;4;3;185496;6073;655;3/04/2021;8;;
Albania;2021;4;4;192882;6073;655;4/04/2021;8;;
Albania;2021;4;5;206708;6073;655;5/04/2021;8;;
Albania;2021;4;6;221588;6073;655;6/04/2021;8;;
Albania;2021;4;7;232379;6073;655;7/04/2021;8;;
Albania;2021;4;8;242542;6073;655;8/04/2021;8;;
Albania;2021;4;9;250676;6073;655;9/04/2021;8;;
Albania;2021;4;10;256810;6073;655;10/04/2021;8;;
Albania;2021;4;11;256810;6073;655;11/04/2021;8;;
Albania;2021;4;12;267531;6073;655;12/04/2021;8;;
Albania;2021;4;13;281216;6073;655;13/04/2021;8;;
Albania;2021;4;14;281216;6073;655;14/04/2021;8;;
Albania;2021;4;15;304488;6073;655;15/04/2021;8;;
Albania;2021;4;16;314622;6073;655;16/04/2021;8;;
Albania;2021;4;17;324840;6073;655;17/04/2021;8;;
Albania;2021;4;18;332905;6073;655;18/04/2021;8;;
Albania;2021;4;19;345934;6073;655;19/04/2021;8;;
Albania;2021;4;20;350000;6073;655;20/04/2021;8;;
Albania;2021;4;21;372075;6073;655;21/04/2021;8;;
Albania;2021;4;22;382998;6073;655;22/04/2021;8;;
Albania;2021;4;23;391351;6073;655;23/04/2021;8;;
Albania;2021;4;24;400064;6073;655;24/04/2021;8;;
Albania;2021;4;25;400064;6073;655;25/04/2021;8;;
Albania;2021;4;26;408619;6073;655;26/04/2021;8;;
Albania;2021;4;27;416855;6073;655;27/04/2021;8;;
Albania;2021;4;28;433628;6073;655;28/04/2021;8;;
Albania;2021;4;29;453248;6073;655;29/04/2021;8;;
Albania;2021;4;30;476903;6073;655;30/04/2021;8;;
Albania;2021;5;1;494028;6073;655;1/05/2021;8;;
Albania;2021;5;2;494028;6073;655;2/05/2021;8;;
Albania;2021;5;3;517501;6073;655;3/05/2021;8;;
Albania;2021;5;4;537387;6073;655;4/05/2021;8;;
Albania;2021;5;5;556584;6073;655;5/05/2021;8;;
Albania;2021;5;6;572226;6073;655;6/05/2021;8;;
Albania;2021;5;7;585693;6073;655;7/05/2021;8;;
Albania;2021;5;8;596766;6073;655;8/05/2021;8;;
Albania;2021;5;11;596766;6073;655;12/05/2021;8;;
Albania;2021;5;12;596766;6073;655;13/05/2021;8;;
Albania;2021;5;13;632676;444755;187921;14/05/2021;8;;
Albania;2021;5;14;653330;448571;204759;15/05/2021;8;;
Albania;2021;5;15;653330;448571;204759;16/05/2021;8;;
Albania;2021;5;16;653330;448571;204759;17/05/2021;8;;
Albania;2021;5;17;680083;456980;223103;18/05/2021;8;;
Albania;2021;5;18;680083;456980;223103;19/05/2021;8;;
Albania;2021;5;19;688947;460191;228756;20/05/2021;8;;
Albania;2021;5;20;703743;466083;237660;21/05/2021;8;;
Albania;2021;5;21;703743;466083;237660;22/05/2021;8;;
Albania;2021;5;22;708846;469169;239677;23/05/2021;8;;
Albania;2021;5;23;708846;469169;239677;24/05/2021;8;;
Albania;2021;5;24;725135;475237;249898;25/05/2021;8;;
Albania;2021;5;25;725135;475237;249898;26/05/2021;8;;
Albania;2021;5;26;748986;479789;269197;27/05/2021;8;;
Albania;2021;5;27;759043;481788;277255;28/05/2021;8;;
Albania;2021;5;28;759043;481788;277255;29/05/2021;8;;
Albania;2021;5;29;759043;481788;277255;30/05/2021;8;;
Albania;2021;5;30;772204;485162;287042;31/05/2021;8;;
Albania;2021;5;31;776461;486128;290333;1/06/2021;8;;
Algeria;2021;1;29;0;0;0;29/01/2021;12;;
Algeria;2021;1;30;30;0;0;30/01/2021;12;;
Algeria;2021;1;31;30;0;0;31/01/2021;12;;
Algeria;2021;2;1;30;0;0;1/02/2021;12;;
Algeria;2021;2;2;30;0;0;2/02/2021;12;;
Algeria;2021;2;3;30;0;0;3/02/2021;12;;
Algeria;2021;2;4;30;0;0;4/02/2021;12;;
Algeria;2021;2;5;30;0;0;5/02/2021;12;;
Algeria;2021;2;6;30;0;0;6/02/2021;12;;
Algeria;2021;2;7;30;0;0;7/02/2021;12;;
Algeria;2021;2;8;30;0;0;8/02/2021;12;;
Algeria;2021;2;9;30;0;0;9/02/2021;12;;
Algeria;2021;2;10;30;0;0;10/02/2021;12;;
Algeria;2021;2;11;30;0;0;11/02/2021;12;;
Algeria;2021;2;12;30;0;0;12/02/2021;12;;
Algeria;2021;2;13;30;0;0;13/02/2021;12;;
Algeria;2021;2;14;30;0;0;14/02/2021;12;;
Algeria;2021;2;15;30;0;0;15/02/2021;12;;
Algeria;2021;2;16;30;0;0;16/02/2021;12;;
Algeria;2021;2;17;30;0;0;17/02/2021;12;;
Algeria;2021;2;18;30;0;0;18/02/2021;12;;
Algeria;2021;2;19;75000;0;0;19/02/2021;12;;
Algeria;2021;5;11;75000;0;0;12/05/2021;12;;
Algeria;2021;5;12;75000;0;0;13/05/2021;12;;
Algeria;2021;5;13;75000;0;0;14/05/2021;12;;
Algeria;2021;5;14;75000;0;0;15/05/2021;12;;
Algeria;2021;5;15;75000;0;0;16/05/2021;12;;
Algeria;2021;5;16;75000;0;0;17/05/2021;12;;
Algeria;2021;5;17;75000;0;0;18/05/2021;12;;
Algeria;2021;5;18;75000;0;0;19/05/2021;12;;
Algeria;2021;5;19;75000;0;0;20/05/2021;12;;
Algeria;2021;5;20;75000;0;0;21/05/2021;12;;
Algeria;2021;5;21;75000;0;0;22/05/2021;12;;
Algeria;2021;5;22;75000;0;0;23/05/2021;12;;
Algeria;2021;5;23;75000;0;0;24/05/2021;12;;
Algeria;2021;5;24;75000;0;0;25/05/2021;12;;
Algeria;2021;5;25;75000;0;0;26/05/2021;12;;
Algeria;2021;5;26;75000;0;0;27/05/2021;12;;
Algeria;2021;5;27;75000;0;0;28/05/2021;12;;
Algeria;2021;5;28;75000;0;0;29/05/2021;12;;
Algeria;2021;5;29;75000;0;0;30/05/2021;12;;
Algeria;2021;5;30;75000;0;0;31/05/2021;12;;
Algeria;2021;5;31;75000;0;0;1/06/2021;12;;
Andorra;2021;1;25;576;576;0;25/01/2021;20;;
Andorra;2021;1;26;576;576;0;26/01/2021;20;;
Andorra;2021;1;27;576;576;0;27/01/2021;20;;
Andorra;2021;1;28;576;576;0;28/01/2021;20;;
Andorra;2021;1;29;576;576;0;29/01/2021;20;;
Andorra;2021;1;30;576;576;0;30/01/2021;20;;
Andorra;2021;1;31;576;576;0;31/01/2021;20;;
Andorra;2021;2;1;1036;1036;0;1/02/2021;20;;
Andorra;2021;2;2;1036;1036;0;2/02/2021;20;;
Andorra;2021;2;3;1036;1036;0;3/02/2021;20;;
Andorra;2021;2;4;1036;1036;0;4/02/2021;20;;
Andorra;2021;2;5;1036;1036;0;5/02/2021;20;;
Andorra;2021;2;6;1036;1036;0;6/02/2021;20;;
Andorra;2021;2;7;1036;1036;0;7/02/2021;20;;
Andorra;2021;2;8;1036;1036;0;8/02/2021;20;;
Andorra;2021;2;9;1036;1036;0;9/02/2021;20;;
Andorra;2021;2;10;1291;1291;0;10/02/2021;20;;
Andorra;2021;2;11;1291;1291;0;11/02/2021;20;;
Andorra;2021;2;12;1622;1622;0;12/02/2021;20;;
Andorra;2021;2;13;1622;1622;0;13/02/2021;20;;
Andorra;2021;2;14;1622;1622;0;14/02/2021;20;;
Andorra;2021;2;15;1622;1622;0;15/02/2021;20;;
Andorra;2021;2;16;1622;1622;0;16/02/2021;20;;
Andorra;2021;2;17;1622;1622;0;17/02/2021;20;;
Andorra;2021;2;18;1622;1622;0;18/02/2021;20;;
Andorra;2021;2;19;2141;2141;0;19/02/2021;20;;
Andorra;2021;2;20;2141;2141;0;20/02/2021;20;;
Andorra;2021;2;21;2141;2141;0;21/02/2021;20;;
Andorra;2021;2;22;2141;2141;0;22/02/2021;20;;
Andorra;2021;2;23;2141;2141;0;23/02/2021;20;;
Andorra;2021;2;24;2390;2390;0;24/02/2021;20;;
Andorra;2021;2;25;2390;2390;0;25/02/2021;20;;
Andorra;2021;2;26;2526;2390;0;26/02/2021;20;;
Andorra;2021;2;27;2526;2390;0;27/02/2021;20;;
Andorra;2021;2;28;2526;2390;0;28/02/2021;20;;
Andorra;2021;3;1;2526;2390;0;1/03/2021;20;;
Andorra;2021;3;2;2526;2390;0;2/03/2021;20;;
Andorra;2021;3;3;2526;2390;0;3/03/2021;20;;
Andorra;2021;3;4;2526;2390;0;4/03/2021;20;;
Andorra;2021;3;5;2526;2390;0;5/03/2021;20;;
Andorra;2021;3;6;2526;2390;0;6/03/2021;20;;
Andorra;2021;3;7;2526;2390;0;7/03/2021;20;;
Andorra;2021;3;8;3611;2439;1172;8/03/2021;20;;
Andorra;2021;3;9;3611;2439;1172;9/03/2021;20;;
Andorra;2021;3;10;4914;3650;1264;10/03/2021;20;;
Andorra;2021;3;11;4914;3650;1264;11/03/2021;20;;
Andorra;2021;3;12;4914;3650;1264;12/03/2021;20;;
Andorra;2021;3;13;4914;3650;1264;13/03/2021;20;;
Andorra;2021;3;14;4914;3650;1264;14/03/2021;20;;
Andorra;2021;3;15;8363;7098;1265;15/03/2021;20;;
Andorra;2021;3;16;8363;7098;1265;16/03/2021;20;;
Andorra;2021;3;17;8363;7098;1265;17/03/2021;20;;
Andorra;2021;3;18;8363;7098;1265;18/03/2021;20;;
Andorra;2021;3;19;9288;7098;1265;19/03/2021;20;;
Andorra;2021;3;20;9288;7098;1265;20/03/2021;20;;
Andorra;2021;3;21;9288;7098;1265;21/03/2021;20;;
Andorra;2021;3;22;9288;7098;1265;22/03/2021;20;;
Andorra;2021;3;23;9288;7098;1265;23/03/2021;20;;
Andorra;2021;3;24;9288;7098;1265;24/03/2021;20;;
Andorra;2021;3;25;9288;7098;1265;25/03/2021;20;;
Andorra;2021;3;26;9288;7098;1265;26/03/2021;20;;
Andorra;2021;3;27;9288;7098;1265;27/03/2021;20;;
Andorra;2021;3;28;9288;7098;1265;28/03/2021;20;;
Andorra;2021;3;29;9288;7098;1265;29/03/2021;20;;
Andorra;2021;3;30;9288;7098;1265;30/03/2021;20;;
Andorra;2021;3;31;9288;7098;1265;31/03/2021;20;;
Andorra;2021;4;1;9288;7098;1265;1/04/2021;20;;
Andorra;2021;4;2;9288;7098;1265;2/04/2021;20;;
Andorra;2021;4;3;9288;7098;1265;3/04/2021;20;;
Andorra;2021;4;4;12440;7098;1265;4/04/2021;20;;
Andorra;2021;4;5;15269;9781;4484;5/04/2021;20;;
Andorra;2021;4;6;15269;9781;4484;6/04/2021;20;;
Andorra;2021;4;7;15269;9781;4484;7/04/2021;20;;
Andorra;2021;4;8;15269;9781;4484;8/04/2021;20;;
Andorra;2021;4;9;15269;9781;4484;9/04/2021;20;;
Andorra;2021;4;10;15269;9781;4484;10/04/2021;20;;
Andorra;2021;4;11;17091;9781;4484;11/04/2021;20;;
Andorra;2021;4;12;19064;9781;4484;12/04/2021;20;;
Andorra;2021;4;13;19064;9781;4484;13/04/2021;20;;
Andorra;2021;4;14;19064;9781;4484;14/04/2021;20;;
Andorra;2021;4;15;19064;9781;4484;15/04/2021;20;;
Andorra;2021;4;16;19064;9781;4484;16/04/2021;20;;
Andorra;2021;4;17;19064;9781;4484;17/04/2021;20;;
Andorra;2021;4;18;19064;9781;4484;18/04/2021;20;;
Andorra;2021;4;19;26414;21733;4681;19/04/2021;20;;
Andorra;2021;4;20;26414;21733;4681;20/04/2021;20;;
Andorra;2021;4;21;26414;21733;4681;21/04/2021;20;;
Andorra;2021;4;22;26414;21733;4681;22/04/2021;20;;
Andorra;2021;4;23;26414;21733;4681;23/04/2021;20;;
Andorra;2021;4;24;26414;21733;4681;24/04/2021;20;;
Andorra;2021;4;25;26414;21733;4681;25/04/2021;20;;
Andorra;2021;4;26;28503;23822;4681;26/04/2021;20;;
Andorra;2021;4;27;28503;23822;4681;27/04/2021;20;;
Andorra;2021;4;28;28503;23822;4681;28/04/2021;20;;
Andorra;2021;4;29;28503;23822;4681;29/04/2021;20;;
Andorra;2021;4;30;28503;23822;4681;30/04/2021;20;;
Andorra;2021;5;1;28503;23822;4681;1/05/2021;20;;
Andorra;2021;5;2;28503;23822;4681;2/05/2021;20;;
Andorra;2021;5;3;28881;24182;4699;3/05/2021;20;;
Andorra;2021;5;11;28881;24182;4699;12/05/2021;20;;
Andorra;2021;5;12;28881;24182;4699;13/05/2021;20;;
Andorra;2021;5;13;28881;24182;4699;14/05/2021;20;;
Andorra;2021;5;14;31633;26931;4702;15/05/2021;20;;
Andorra;2021;5;15;31633;26931;4702;16/05/2021;20;;
Andorra;2021;5;16;31633;26931;4702;17/05/2021;20;;
Andorra;2021;5;17;31633;26931;4702;18/05/2021;20;;
Andorra;2021;5;18;31633;26931;4702;19/05/2021;20;;
Andorra;2021;5;19;31633;26931;4702;20/05/2021;20;;
Andorra;2021;5;20;31633;26931;4702;21/05/2021;20;;
Andorra;2021;5;21;32317;27613;4704;22/05/2021;20;;
Andorra;2021;5;22;32317;27613;4704;23/05/2021;20;;
Andorra;2021;5;23;32317;27613;4704;24/05/2021;20;;
Andorra;2021;5;24;32317;27613;4704;25/05/2021;20;;
Andorra;2021;5;25;32317;27613;4704;26/05/2021;20;;
Andorra;2021;5;26;32317;27613;4704;27/05/2021;20;;
Andorra;2021;5;27;32317;27613;4704;28/05/2021;20;;
Andorra;2021;5;28;32317;27613;4704;29/05/2021;20;;
Andorra;2021;5;29;32317;27613;4704;30/05/2021;20;;
Andorra;2021;5;30;32317;27613;4704;31/05/2021;20;;
Andorra;2021;5;31;32317;27613;4704;1/06/2021;20;;
Angola;2021;3;1;0;0;0;1/03/2021;24;;
Angola;2021;3;2;0;0;0;2/03/2021;24;;
Angola;2021;3;3;0;0;0;3/03/2021;24;;
Angola;2021;3;4;0;0;0;4/03/2021;24;;
Angola;2021;3;5;0;0;0;5/03/2021;24;;
Angola;2021;3;6;0;0;0;6/03/2021;24;;
Angola;2021;3;7;0;0;0;7/03/2021;24;;
Angola;2021;3;8;6169;6169;0;8/03/2021;24;;
Angola;2021;3;9;6169;6169;0;9/03/2021;24;;
Angola;2021;3;10;6169;6169;0;10/03/2021;24;;
Angola;2021;3;11;6169;6169;0;11/03/2021;24;;
Angola;2021;3;12;6169;6169;0;12/03/2021;24;;
Angola;2021;3;13;6169;6169;0;13/03/2021;24;;
Angola;2021;3;14;6169;6169;0;14/03/2021;24;;
Angola;2021;3;15;6169;6169;0;15/03/2021;24;;
Angola;2021;3;16;6169;6169;0;16/03/2021;24;;
Angola;2021;3;17;6169;6169;0;17/03/2021;24;;
Angola;2021;3;18;49000;49000;0;18/03/2021;24;;
Angola;2021;3;19;49000;49000;0;19/03/2021;24;;
Angola;2021;3;20;49000;49000;0;20/03/2021;24;;
Angola;2021;3;21;49000;49000;0;21/03/2021;24;;
Angola;2021;3;22;49000;49000;0;22/03/2021;24;;
Angola;2021;3;23;49000;49000;0;23/03/2021;24;;
Angola;2021;3;24;87022;87022;0;24/03/2021;24;;
Angola;2021;3;25;87022;87022;0;25/03/2021;24;;
Angola;2021;3;26;87022;87022;0;26/03/2021;24;;
Angola;2021;3;27;87022;87022;0;27/03/2021;24;;
Angola;2021;3;28;87022;87022;0;28/03/2021;24;;
Angola;2021;3;29;130750;130750;0;29/03/2021;24;;
Angola;2021;3;30;130750;130750;0;30/03/2021;24;;
Angola;2021;3;31;130750;130750;0;31/03/2021;24;;
Angola;2021;4;1;130750;130750;0;1/04/2021;24;;
Angola;2021;4;2;130750;130750;0;2/04/2021;24;;
Angola;2021;4;3;130750;130750;0;3/04/2021;24;;
Angola;2021;4;4;130750;130750;0;4/04/2021;24;;
Angola;2021;4;5;130750;130750;0;5/04/2021;24;;
Angola;2021;4;6;181578;181578;0;6/04/2021;24;;
Angola;2021;4;7;181578;181578;0;7/04/2021;24;;
Angola;2021;4;8;181578;181578;0;8/04/2021;24;;
Angola;2021;4;9;181578;181578;0;9/04/2021;24;;
Angola;2021;4;10;181578;181578;0;10/04/2021;24;;
Angola;2021;4;11;245442;245442;0;11/04/2021;24;;
Angola;2021;4;12;245442;245442;0;12/04/2021;24;;
Angola;2021;4;13;245442;245442;0;13/04/2021;24;;
Angola;2021;4;14;245442;245442;0;14/04/2021;24;;
Angola;2021;4;15;245442;245442;0;15/04/2021;24;;
Angola;2021;4;16;245442;245442;0;16/04/2021;24;;
Angola;2021;4;17;245442;245442;0;17/04/2021;24;;
Angola;2021;4;18;245442;245442;0;18/04/2021;24;;
Angola;2021;4;19;395447;395447;0;19/04/2021;24;;
Angola;2021;4;20;395447;395447;0;20/04/2021;24;;
Angola;2021;4;21;395447;395447;0;21/04/2021;24;;
Angola;2021;4;22;395447;395447;0;22/04/2021;24;;
Angola;2021;4;23;456349;456349;0;23/04/2021;24;;
Angola;2021;5;11;456349;456349;0;12/05/2021;24;;
Angola;2021;5;12;626572;586377;40195;13/05/2021;24;;
Angola;2021;5;13;626572;586377;40195;14/05/2021;24;;
Angola;2021;5;14;626572;586377;40195;15/05/2021;24;;
Angola;2021;5;15;626572;586377;40195;16/05/2021;24;;
Angola;2021;5;16;626572;586377;40195;17/05/2021;24;;
Angola;2021;5;17;626572;586377;40195;18/05/2021;24;;
Angola;2021;5;18;681502;606287;75215;19/05/2021;24;;
Angola;2021;5;19;681502;606287;75215;20/05/2021;24;;
Angola;2021;5;20;681502;606287;75215;21/05/2021;24;;
Angola;2021;5;21;757535;630984;126551;22/05/2021;24;;
Angola;2021;5;22;757535;630984;126551;23/05/2021;24;;
Angola;2021;5;23;757535;630984;126551;24/05/2021;24;;
Angola;2021;5;24;757535;630984;126551;25/05/2021;24;;
